iShares Russell 2000 ETF
Fund Holdings as of,"Jan 21, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"291,350,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PRAA","PRA GROUP INC","Financials","Equity","15,997,150.26","0.02","15,997,150.26","976,627.00","16.38","United States","NASDAQ","USD","1.00","USD","-"
"SMBC","SOUTHERN MISSOURI BANCORP INC","Financials","Equity","15,922,863.36","0.02","15,922,863.36","249,888.00","63.72","United States","NASDAQ","USD","1.00","USD","-"
"MNRO","MONRO INC","Consumer Discretionary","Equity","15,869,643.90","0.02","15,869,643.90","761,134.00","20.85","United States","NASDAQ","USD","1.00","USD","-"
"FIP","FTAI INFRASTRUCTURE INC","Industrials","Equity","15,871,619.14","0.02","15,871,619.14","2,649,686.00","5.99","United States","NASDAQ","USD","1.00","USD","-"
"HRTG","HERITAGE INSURANCE HOLDINGS INC","Financials","Equity","15,874,683.09","0.02","15,874,683.09","612,213.00","25.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBNX","BETA BIONICS INC","Health Care","Equity","15,861,697.02","0.02","15,861,697.02","963,066.00","16.47","United States","NASDAQ","USD","1.00","USD","-"
"MDXG","MIMEDX GROUP INC","Health Care","Equity","15,813,907.46","0.02","15,813,907.46","2,966,962.00","5.33","United States","NASDAQ","USD","1.00","USD","-"
"HNRG","HALLADOR ENERGY","Utilities","Equity","15,739,847.70","0.02","15,739,847.70","783,077.00","20.10","United States","NASDAQ","USD","1.00","USD","-"
"HTFL","HEARTFLOW INC","Health Care","Equity","15,700,997.40","0.02","15,700,997.40","467,988.00","33.55","United States","NASDAQ","USD","1.00","USD","-"
"AVAH","AVEANNA HEALTHCARE HOLDINGS INC","Health Care","Equity","15,633,852.73","0.02","15,633,852.73","1,739,027.00","8.99","United States","NASDAQ","USD","1.00","USD","-"
"GNK","GENCO SHIPPING AND TRADING LTD","Industrials","Equity","15,634,388.56","0.02","15,634,388.56","783,286.00","19.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CGEM","CULLINAN THERAPEUTICS INC","Health Care","Equity","15,616,047.60","0.02","15,616,047.60","1,346,211.00","11.60","United States","NASDAQ","USD","1.00","USD","-"
"ABUS","ARBUTUS BIOPHARMA CORP","Health Care","Equity","15,556,319.10","0.02","15,556,319.10","3,757,565.00","4.14","United States","NASDAQ","USD","1.00","USD","-"
"KFRC","KFORCE INC","Industrials","Equity","15,491,550.00","0.02","15,491,550.00","445,800.00","34.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLPC","PREFORMED LINE PRODUCTS","Industrials","Equity","15,494,951.10","0.02","15,494,951.10","63,330.00","244.67","United States","NASDAQ","USD","1.00","USD","-"
"PX","P10 INC CLASS A","Financials","Equity","15,496,567.14","0.02","15,496,567.14","1,397,346.00","11.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NPK","NATIONAL PRESTO INDUSTRIES INC","Industrials","Equity","15,488,127.99","0.02","15,488,127.99","127,359.00","121.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LIND","LINDBLAD EXPEDITIONS HOLDINGS INC","Consumer Discretionary","Equity","15,394,558.08","0.02","15,394,558.08","951,456.00","16.18","United States","NASDAQ","USD","1.00","USD","-"
"ZGN","ERMENEGILDO ZEGNA NV","Consumer Discretionary","Equity","15,397,223.10","0.02","15,397,223.10","1,532,062.00","10.05","Italy","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MBUU","MALIBU BOATS CLASS A INC","Consumer Discretionary","Equity","15,356,328.64","0.02","15,356,328.64","455,948.00","33.68","United States","NASDAQ","USD","1.00","USD","-"
"VIR","VIR BIOTECHNOLOGY INC","Health Care","Equity","15,306,794.60","0.02","15,306,794.60","2,205,590.00","6.94","United States","NASDAQ","USD","1.00","USD","-"
"BKV","BKV CORP","Energy","Equity","15,288,969.60","0.02","15,288,969.60","538,344.00","28.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPRY","ARS PHARMACEUTICALS INC","Health Care","Equity","15,267,205.44","0.02","15,267,205.44","1,462,376.00","10.44","United States","NASDAQ","USD","1.00","USD","-"
"IIIN","INSTEEL INDUSTRIES INC","Industrials","Equity","15,258,149.40","0.02","15,258,149.40","460,276.00","33.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOS","KOSMOS ENERGY LTD","Energy","Equity","15,232,325.16","0.02","15,232,325.16","11,808,004.00","1.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTLP","CANTALOUPE INC","Financials","Equity","15,212,227.52","0.02","15,212,227.52","1,405,936.00","10.82","United States","NASDAQ","USD","1.00","USD","-"
"SEMR","SEMRUSH HOLDINGS INC CLASS A","Information Technology","Equity","15,208,391.13","0.02","15,208,391.13","1,276,943.00","11.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KALV","KALVISTA PHARMACEUTICALS INC","Health Care","Equity","15,132,605.58","0.02","15,132,605.58","951,138.00","15.91","United States","NASDAQ","USD","1.00","USD","-"
"FLY","FIREFLY AEROSPACE INC","Industrials","Equity","15,087,187.20","0.02","15,087,187.20","522,048.00","28.90","United States","NASDAQ","USD","1.00","USD","-"
"FWRD","FORWARD AIR CORP","Industrials","Equity","15,070,389.30","0.02","15,070,389.30","527,490.00","28.57","United States","NASDAQ","USD","1.00","USD","-"
"AMBP","ARDAGH METAL PACKAGING SA","Materials","Equity","15,030,812.94","0.02","15,030,812.94","3,503,686.00","4.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHBI","SHORE BANCSHARES INC","Financials","Equity","15,005,522.70","0.02","15,005,522.70","793,943.00","18.90","United States","NASDAQ","USD","1.00","USD","-"
"GSM","FERROGLOBE PLC","Materials","Equity","14,984,985.15","0.02","14,984,985.15","2,991,015.00","5.01","United States","NASDAQ","USD","1.00","USD","-"
"EBS","EMERGENT BIOSOLUTIONS INC","Health Care","Equity","14,970,999.00","0.02","14,970,999.00","1,301,826.00","11.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AHL","ASPEN INSURANCE HOLDINGS LTD CLASS","Financials","Equity","14,966,391.52","0.02","14,966,391.52","401,459.00","37.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOV","HOVNANIAN ENTERPRISES INC CLASS A","Consumer Discretionary","Equity","14,923,784.33","0.02","14,923,784.33","119,171.00","125.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GCMG","GCM GROSVENOR INC CLASS A","Financials","Equity","14,900,678.76","0.02","14,900,678.76","1,265,988.00","11.77","United States","NASDAQ","USD","1.00","USD","-"
"SMBK","SMARTFINANCIAL INC","Financials","Equity","14,883,876.56","0.02","14,883,876.56","368,504.00","40.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBGI","SINCLAIR INC CLASS A","Communication","Equity","14,849,443.50","0.02","14,849,443.50","973,734.00","15.25","United States","NASDAQ","USD","1.00","USD","-"
"CMCO","COLUMBUS MCKINNON CORP","Industrials","Equity","14,797,201.71","0.02","14,797,201.71","708,339.00","20.89","United States","NASDAQ","USD","1.00","USD","-"
"CSV","CARRIAGE SERVICES INC","Consumer Discretionary","Equity","14,735,362.14","0.02","14,735,362.14","343,722.00","42.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDR","IDAHO STRATEGIC RESOURCES INC","Materials","Equity","14,704,668.33","0.02","14,704,668.33","350,863.00","41.91","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"EU","ENCORE ENERGY CORP","Energy","Equity","14,699,679.04","0.02","14,699,679.04","4,509,104.00","3.26","United States","NASDAQ","USD","1.00","USD","-"
"GDYN","GRID DYNAMICS HOLDINGS INC CLASS A","Information Technology","Equity","14,676,718.86","0.02","14,676,718.86","1,681,182.00","8.73","United States","NASDAQ","USD","1.00","USD","-"
"DFH","DREAM FINDERS HOMES INC CLASS A","Consumer Discretionary","Equity","14,653,676.74","0.02","14,653,676.74","740,833.00","19.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BXC","BLUELINX HOLDINGS INC","Industrials","Equity","14,619,286.00","0.02","14,619,286.00","195,445.00","74.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCW","MISTER CAR WASH INC","Consumer Discretionary","Equity","14,601,050.84","0.02","14,601,050.84","2,478,956.00","5.89","United States","NASDAQ","USD","1.00","USD","-"
"CBLL","CERIBELL INC","Health Care","Equity","14,577,490.64","0.02","14,577,490.64","657,829.00","22.16","United States","NASDAQ","USD","1.00","USD","-"
"SFIX","STITCH FIX INC CLASS A","Consumer Discretionary","Equity","14,558,505.19","0.02","14,558,505.19","2,783,653.00","5.23","United States","NASDAQ","USD","1.00","USD","-"
"NTGR","NETGEAR INC","Information Technology","Equity","14,537,705.58","0.02","14,537,705.58","675,858.00","21.51","United States","NASDAQ","USD","1.00","USD","-"
"VREX","VAREX IMAGING CORP","Health Care","Equity","14,523,531.70","0.02","14,523,531.70","1,026,398.00","14.15","United States","NASDAQ","USD","1.00","USD","-"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Consumer Discretionary","Equity","14,509,621.62","0.02","14,509,621.62","685,386.00","21.17","United States","NASDAQ","USD","1.00","USD","-"
"AHH","ARMADA HOFFLER PROPERTIES REIT INC","Real Estate","Equity","14,500,829.00","0.02","14,500,829.00","2,071,547.00","7.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBSS","JOHN B SANFILIPPO AND SON INC","Consumer Staples","Equity","14,483,320.01","0.02","14,483,320.01","192,061.00","75.41","United States","NASDAQ","USD","1.00","USD","-"
"MCBS","METROCITY BANKSHARES INC","Financials","Equity","14,462,799.04","0.02","14,462,799.04","507,823.00","28.48","United States","NASDAQ","USD","1.00","USD","-"
"TRNS","TRANSCAT INC","Industrials","Equity","14,456,771.16","0.02","14,456,771.16","225,394.00","64.14","United States","NASDAQ","USD","1.00","USD","-"
"SHEN","SHENANDOAH TELECOMMUNICATIONS","Communication","Equity","14,444,641.20","0.02","14,444,641.20","1,238,820.00","11.66","United States","NASDAQ","USD","1.00","USD","-"
"ACEL","ACCEL ENTERTAINMENT INC CLASS A","Consumer Discretionary","Equity","14,411,265.44","0.02","14,411,265.44","1,259,726.00","11.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GSBC","GREAT SOUTHERN BANCORP INC","Financials","Equity","14,369,685.93","0.02","14,369,685.93","214,569.00","66.97","United States","NASDAQ","USD","1.00","USD","-"
"AROW","ARROW FINANCIAL CORP","Financials","Equity","14,350,909.32","0.02","14,350,909.32","422,334.00","33.98","United States","NASDAQ","USD","1.00","USD","-"
"WASH","WASHINGTON TRUST BANCORP INC","Financials","Equity","14,317,150.75","0.02","14,317,150.75","455,525.00","31.43","United States","NASDAQ","USD","1.00","USD","-"
"RES","RPC INC","Energy","Equity","14,308,185.71","0.02","14,308,185.71","2,246,183.00","6.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODC","OIL DRI CORPORATION OF AMERICA","Consumer Staples","Equity","14,280,570.72","0.02","14,280,570.72","244,656.00","58.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IIIV","I3 VERTICALS INC CLASS A","Information Technology","Equity","14,246,114.64","0.02","14,246,114.64","587,711.00","24.24","United States","NASDAQ","USD","1.00","USD","-"
"FLGT","FULGENT GENETICS INC","Health Care","Equity","14,227,701.65","0.02","14,227,701.65","510,869.00","27.85","United States","NASDAQ","USD","1.00","USD","-"
"AOSL","ALPHA AND OMEGA SEMICONDUCTOR LTD","Information Technology","Equity","14,205,474.92","0.02","14,205,474.92","618,436.00","22.97","United States","NASDAQ","USD","1.00","USD","-"
"MVST","MICROVAST HOLDINGS INC","Industrials","Equity","14,180,765.10","0.02","14,180,765.10","4,889,919.00","2.90","United States","NASDAQ","USD","1.00","USD","-"
"DC","DAKOTA GOLD CORP","Materials","Equity","14,155,053.74","0.02","14,155,053.74","2,250,406.00","6.29","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"FCBC","FIRST COMMUNITY BANKSHARES INC","Financials","Equity","14,104,892.23","0.02","14,104,892.23","396,539.00","35.57","United States","NASDAQ","USD","1.00","USD","-"
"ETD","ETHAN ALLEN INTERIORS INC","Consumer Discretionary","Equity","14,094,312.96","0.02","14,094,312.96","564,676.00","24.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OPK","OPKO HEALTH INC","Health Care","Equity","14,095,663.62","0.02","14,095,663.62","10,214,249.00","1.38","United States","NASDAQ","USD","1.00","USD","-"
"JANX","JANUX THERAPEUTICS INC","Health Care","Equity","14,087,286.03","0.02","14,087,286.03","1,061,589.00","13.27","United States","NASDAQ","USD","1.00","USD","-"
"CASS","CASS INFORMATION SYSTEMS INC","Financials","Equity","14,076,257.80","0.02","14,076,257.80","327,965.00","42.92","United States","NASDAQ","USD","1.00","USD","-"
"SLS","SELLAS LIFE SCIENCES GROUP INC","Health Care","Equity","14,042,463.20","0.02","14,042,463.20","3,066,040.00","4.58","United States","NASDAQ","USD","1.00","USD","-"
"VPG","VISHAY PRECISION GROUP INC","Information Technology","Equity","14,034,106.10","0.02","14,034,106.10","299,810.00","46.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APPS","DIGITAL TURBINE INC","Information Technology","Equity","13,996,277.82","0.02","13,996,277.82","2,696,778.00","5.19","United States","NASDAQ","USD","1.00","USD","-"
"RDVT","RED VIOLET INC","Information Technology","Equity","13,962,993.03","0.02","13,962,993.03","283,743.00","49.21","United States","NASDAQ","USD","1.00","USD","-"
"SEPN","SEPTERNA INC","Health Care","Equity","13,953,431.70","0.02","13,953,431.70","529,542.00","26.35","United States","NASDAQ","USD","1.00","USD","-"
"DIN","DINE BRANDS GLOBAL INC","Consumer Discretionary","Equity","13,943,987.52","0.02","13,943,987.52","380,256.00","36.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALRS","ALERUS FINANCIAL CORP","Financials","Equity","13,936,531.00","0.02","13,936,531.00","568,838.00","24.50","United States","NASDAQ","USD","1.00","USD","-"
"CWCO","CONSOLIDATED WATER LTD","Utilities","Equity","13,919,755.85","0.02","13,919,755.85","377,741.00","36.85","United States","NASDAQ","USD","1.00","USD","-"
"AVNS","AVANOS MEDICAL INC","Health Care","Equity","13,921,271.50","0.02","13,921,271.50","1,082,525.00","12.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVO","MISSION PRODUCE INC","Consumer Staples","Equity","13,913,156.48","0.02","13,913,156.48","1,060,454.00","13.12","United States","NASDAQ","USD","1.00","USD","-"
"RYAM","RAYONIER ADVANCED MATERIALS INC","Materials","Equity","13,907,631.53","0.02","13,907,631.53","1,596,743.00","8.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLND","BLEND LABS INC CLASS A","Information Technology","Equity","13,909,052.16","0.02","13,909,052.16","4,932,288.00","2.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPFI","SOUTH PLAINS FINANCIAL INC","Financials","Equity","13,875,129.50","0.02","13,875,129.50","326,090.00","42.55","United States","NASDAQ","USD","1.00","USD","-"
"SD","SANDRIDGE ENERGY INC","Energy","Equity","13,860,969.16","0.02","13,860,969.16","904,763.00","15.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOP","KOPPERS HOLDINGS INC","Materials","Equity","13,846,208.40","0.02","13,846,208.40","469,045.00","29.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVGS","NAVIGATOR HOLDINGS LTD","Energy","Equity","13,837,150.00","0.02","13,837,150.00","758,200.00","18.25","United Kingdom","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHB","BAR HARBOR BANKSHARES","Financials","Equity","13,799,286.32","0.02","13,799,286.32","403,724.00","34.18","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SENEA","SENECA FOODS CORP CLASS A","Consumer Staples","Equity","13,783,998.16","0.02","13,783,998.16","116,066.00","118.76","United States","NASDAQ","USD","1.00","USD","-"
"CTO","CTO REALTY GROWTH INC","Real Estate","Equity","13,752,587.04","0.02","13,752,587.04","758,136.00","18.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KROS","KEROS THERAPEUTICS INC","Health Care","Equity","13,753,856.52","0.02","13,753,856.52","723,126.00","19.02","United States","NASDAQ","USD","1.00","USD","-"
"HZO","MARINEMAX INC","Consumer Discretionary","Equity","13,731,400.65","0.02","13,731,400.65","479,281.00","28.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEVA","CEVA INC","Information Technology","Equity","13,721,488.40","0.02","13,721,488.40","581,419.00","23.60","United States","NASDAQ","USD","1.00","USD","-"
"NRDS","NERDWALLET INC CLASS A","Financials","Equity","13,711,023.00","0.02","13,711,023.00","1,062,870.00","12.90","United States","NASDAQ","USD","1.00","USD","-"
"HIPO","HIPPO HOLDINGS INC","Financials","Equity","13,695,364.68","0.02","13,695,364.68","442,929.00","30.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTS","VITESSE ENERGY INC","Energy","Equity","13,674,857.01","0.02","13,674,857.01","697,341.00","19.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRMD","CORMEDIX INC","Health Care","Equity","13,675,427.07","0.02","13,675,427.07","1,865,679.00","7.33","United States","NASDAQ","USD","1.00","USD","-"
"TALK","TALKSPACE INC","Health Care","Equity","13,672,501.98","0.02","13,672,501.98","3,579,189.00","3.82","United States","NASDAQ","USD","1.00","USD","-"
"MAMA","MAMAS CREATIONS INC","Consumer Staples","Equity","13,651,137.28","0.02","13,651,137.28","908,864.00","15.02","United States","NASDAQ","USD","1.00","USD","-"
"NUS","NU SKIN ENTERPRISES INC CLASS A","Consumer Staples","Equity","13,571,692.50","0.02","13,571,692.50","1,222,675.00","11.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYTS","LSI INDUSTRIES INC","Industrials","Equity","13,469,101.24","0.02","13,469,101.24","660,898.00","20.38","United States","NASDAQ","USD","1.00","USD","-"
"OXM","OXFORD INDUSTRIES INC","Consumer Discretionary","Equity","13,461,068.25","0.02","13,461,068.25","350,275.00","38.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARHS","ARHAUS INC CLASS A","Consumer Discretionary","Equity","13,443,644.76","0.02","13,443,644.76","1,271,868.00","10.57","United States","NASDAQ","USD","1.00","USD","-"
"OFIX","ORTHOFIX MEDICAL INC","Health Care","Equity","13,430,303.45","0.02","13,430,303.45","969,697.00","13.85","United States","NASDAQ","USD","1.00","USD","-"
"PHAT","PHATHOM PHARMACEUTICALS INC","Health Care","Equity","13,423,012.21","0.02","13,423,012.21","986,261.00","13.61","United States","NASDAQ","USD","1.00","USD","-"
"KOPN","KOPIN CORP","Information Technology","Equity","13,378,377.00","0.02","13,378,377.00","4,459,459.00","3.00","United States","NASDAQ","USD","1.00","USD","-"
"BCAX","BICARA THERAPEUTICS INC","Health Care","Equity","13,355,576.67","0.02","13,355,576.67","787,011.00","16.97","United States","NASDAQ","USD","1.00","USD","-"
"CPS","COOPER STANDARD HOLDINGS INC","Consumer Discretionary","Equity","13,358,059.47","0.02","13,358,059.47","421,257.00","31.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALX","ALEXANDERS REIT INC","Real Estate","Equity","13,342,711.24","0.02","13,342,711.24","54,188.00","246.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RUSHB","RUSH ENTERPRISES INC CLASS B","Industrials","Equity","13,331,571.06","0.02","13,331,571.06","219,522.00","60.73","United States","NASDAQ","USD","1.00","USD","-"
"TDUP","THREDUP INC CLASS A","Consumer Discretionary","Equity","13,315,307.01","0.02","13,315,307.01","2,479,573.00","5.37","United States","NASDAQ","USD","1.00","USD","-"
"LXU","LSB INDUSTRIES INC","Materials","Equity","13,310,115.72","0.02","13,310,115.72","1,336,357.00","9.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Real Estate","Equity","13,301,830.08","0.02","13,301,830.08","2,748,312.00","4.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","13,285,369.28","0.02","13,285,369.28","2,274,892.00","5.84","United States","NASDAQ","USD","1.00","USD","-"
"EHAB","ENHABIT INC","Health Care","Equity","13,214,227.50","0.02","13,214,227.50","1,230,375.00","10.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TK","TEEKAY CORPORATION CORP LTD","Energy","Equity","13,215,339.20","0.02","13,215,339.20","1,348,504.00","9.80","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGR","STURM RUGER INC","Consumer Discretionary","Equity","13,196,442.87","0.02","13,196,442.87","348,283.00","37.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BDN","BRANDYWINE REALTY TRUST REIT","Real Estate","Equity","13,185,358.15","0.02","13,185,358.15","4,239,665.00","3.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKST","PEAKSTONE REALTY TRUST CLASS E","Real Estate","Equity","13,187,833.67","0.02","13,187,833.67","944,011.00","13.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TCBX","THIRD COAST BANCSHARES INC","Financials","Equity","13,144,556.96","0.02","13,144,556.96","326,654.00","40.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDEN","GOLDEN ENTERTAINMENT INC","Consumer Discretionary","Equity","13,148,957.50","0.02","13,148,957.50","475,550.00","27.65","United States","NASDAQ","USD","1.00","USD","-"
"CYRX","CRYOPORT INC","Health Care","Equity","13,115,796.66","0.02","13,115,796.66","1,194,517.00","10.98","United States","NASDAQ","USD","1.00","USD","-"
"GOSS","GOSSAMER BIO INC","Health Care","Equity","13,084,089.10","0.02","13,084,089.10","4,775,215.00","2.74","United States","NASDAQ","USD","1.00","USD","-"
"NAVN","NAVAN INC CLASS A","Consumer Discretionary","Equity","13,037,516.58","0.02","13,037,516.58","918,782.00","14.19","United States","NASDAQ","USD","1.00","USD","-"
"AEBI","AEBI SCHMIDT HOLDING AG","Industrials","Equity","13,026,315.00","0.02","13,026,315.00","907,125.00","14.36","United States","NASDAQ","USD","1.00","USD","-"
"ATXS","ASTRIA THERAPEUTICS INC","Health Care","Equity","12,991,575.00","0.02","12,991,575.00","1,039,326.00","12.50","United States","NASDAQ","USD","1.00","USD","-"
"FMNB","FARMERS NATIONAL BANC CORP","Financials","Equity","12,853,689.62","0.02","12,853,689.62","926,726.00","13.87","United States","NASDAQ","USD","1.00","USD","-"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","Real Estate","Equity","12,848,315.00","0.02","12,848,315.00","324,125.00","39.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZEUS","OLYMPIC STEEL INC","Materials","Equity","12,762,346.85","0.02","12,762,346.85","249,997.00","51.05","United States","NASDAQ","USD","1.00","USD","-"
"AIP","ARTERIS INC","Information Technology","Equity","12,738,809.04","0.02","12,738,809.04","755,564.00","16.86","United States","NASDAQ","USD","1.00","USD","-"
"ABAT","AMERICAN BATTERY TECHNOLOGY COMPAN","Materials","Equity","12,711,023.92","0.02","12,711,023.92","2,757,272.00","4.61","United States","NASDAQ","USD","1.00","USD","-"
"GOOD","GLADSTONE COMMERCIAL REIT CORP","Real Estate","Equity","12,699,207.00","0.02","12,699,207.00","1,096,650.00","11.58","United States","NASDAQ","USD","1.00","USD","-"
"HIFS","HINGHAM INSTITUTION FOR SAVINGS","Financials","Equity","12,692,064.00","0.02","12,692,064.00","41,208.00","308.00","United States","NASDAQ","USD","1.00","USD","-"
"FFIC","FLUSHING FINANCIAL CORP","Financials","Equity","12,661,279.44","0.02","12,661,279.44","787,393.00","16.08","United States","NASDAQ","USD","1.00","USD","-"
"FSUN","FIRSTSUN CAPITAL BANCORP","Financials","Equity","12,650,116.28","0.02","12,650,116.28","318,322.00","39.74","United States","NASDAQ","USD","1.00","USD","-"
"HPP","HUDSON PACIFIC PROPERTIES REIT INC","Real Estate","Equity","12,650,520.00","0.02","12,650,520.00","1,345,800.00","9.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOR","FORESTAR GROUP INC","Real Estate","Equity","12,599,707.70","0.02","12,599,707.70","490,261.00","25.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUTX","NUTEX HEALTH INC","Health Care","Equity","12,549,768.30","0.02","12,549,768.30","85,390.00","146.97","United States","NASDAQ","USD","1.00","USD","-"
"OIS","OIL STATES INTERNATIONAL INC","Energy","Equity","12,516,411.88","0.02","12,516,411.88","1,465,622.00","8.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRGE","FORGE GLOBAL HOLDINGS INC","Financials","Equity","12,483,681.90","0.02","12,483,681.90","279,277.00","44.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACNB","ACNB CORP","Financials","Equity","12,487,692.47","0.02","12,487,692.47","246,257.00","50.71","United States","NASDAQ","USD","1.00","USD","-"
"WLFC","WILLIS LEASE FINANCE CORP","Industrials","Equity","12,476,673.00","0.02","12,476,673.00","68,742.00","181.50","United States","NASDAQ","USD","1.00","USD","-"
"MSBI","MIDLAND STATES BANCORP INC","Financials","Equity","12,480,118.00","0.02","12,480,118.00","525,700.00","23.74","United States","NASDAQ","USD","1.00","USD","-"
"REPL","REPLIMUNE GROUP INC","Health Care","Equity","12,428,052.78","0.02","12,428,052.78","1,711,853.00","7.26","United States","NASDAQ","USD","1.00","USD","-"
"SPT","SPROUT SOCIAL INC CLASS A","Information Technology","Equity","12,417,606.42","0.02","12,417,606.42","1,305,742.00","9.51","United States","NASDAQ","USD","1.00","USD","-"
"LAB","STANDARD BIOTOOLS INC","Health Care","Equity","12,405,952.20","0.02","12,405,952.20","7,564,605.00","1.64","United States","NASDAQ","USD","1.00","USD","-"
"PGC","PEAPACK GLADSTONE FINANCIAL CORP","Financials","Equity","12,406,548.48","0.02","12,406,548.48","403,859.00","30.72","United States","NASDAQ","USD","1.00","USD","-"
"BSRR","SIERRA BANCORP","Financials","Equity","12,397,788.99","0.02","12,397,788.99","341,631.00","36.29","United States","NASDAQ","USD","1.00","USD","-"
"SABR","SABRE CORP","Consumer Discretionary","Equity","12,401,575.69","0.02","12,401,575.69","9,324,493.00","1.33","United States","NASDAQ","USD","1.00","USD","-"
"EGY","VAALCO ENERGY INC","Energy","Equity","12,388,660.05","0.02","12,388,660.05","2,575,605.00","4.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSTM","HEALTHSTREAM INC","Health Care","Equity","12,335,236.20","0.02","12,335,236.20","580,755.00","21.24","United States","NASDAQ","USD","1.00","USD","-"
"BWMN","BOWMAN CONSULTING GROUP LTD","Industrials","Equity","12,312,501.60","0.02","12,312,501.60","344,888.00","35.70","United States","NASDAQ","USD","1.00","USD","-"
"ZVRA","ZEVRA THERAPEUTICS INC","Health Care","Equity","12,302,246.25","0.02","12,302,246.25","1,362,375.00","9.03","United States","NASDAQ","USD","1.00","USD","-"
"REAX","REAL BROKERAGE INC","Real Estate","Equity","12,251,416.23","0.02","12,251,416.23","3,320,167.00","3.69","Canada","NASDAQ","USD","1.00","USD","-"
"CARE","CARTER BANKSHARES INC","Financials","Equity","12,247,191.00","0.02","12,247,191.00","585,990.00","20.90","United States","NASDAQ","USD","1.00","USD","-"
