iShares Russell 2000 ETF
Fund Holdings as of,"Jan 21, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"291,350,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BULL","WEBULL CORP CLASS A","Financials","Equity","52,585,673.91","0.07","52,585,673.91","6,767,783.00","7.77","United States","NASDAQ","USD","1.00","USD","-"
"UCTT","ULTRA CLEAN HOLDINGS INC","Information Technology","Equity","52,396,861.60","0.07","52,396,861.60","1,110,103.00","47.20","United States","NASDAQ","USD","1.00","USD","-"
"ARCB","ARCBEST CORP","Industrials","Equity","52,377,201.59","0.07","52,377,201.59","572,491.00","91.49","United States","NASDAQ","USD","1.00","USD","-"
"KN","KNOWLES CORP","Information Technology","Equity","52,379,636.05","0.07","52,379,636.05","2,104,445.00","24.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTX","MINERALS TECHNOLOGIES INC","Materials","Equity","52,298,076.89","0.07","52,298,076.89","776,051.00","67.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLKB","BLACKBAUD INC","Information Technology","Equity","52,174,388.57","0.07","52,174,388.57","945,017.00","55.21","United States","NASDAQ","USD","1.00","USD","-"
"WD","WALKER & DUNLOP INC","Financials","Equity","52,161,149.46","0.07","52,161,149.46","813,239.00","64.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","52,007,262.84","0.07","52,007,262.84","2,618,694.00","19.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Health Care","Equity","51,662,392.17","0.07","51,662,392.17","3,768,227.00","13.71","United States","NASDAQ","USD","1.00","USD","-"
"PLAB","PHOTRONICS INC","Information Technology","Equity","51,487,651.25","0.07","51,487,651.25","1,420,349.00","36.25","United States","NASDAQ","USD","1.00","USD","-"
"DX","DYNEX CAPITAL REIT INC","Financials","Equity","51,351,654.84","0.07","51,351,654.84","3,573,532.00","14.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARR","ARMOUR RESIDENTIAL REIT INC","Financials","Equity","51,315,354.00","0.07","51,315,354.00","2,781,320.00","18.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRZE","BRAZE INC CLASS A","Information Technology","Equity","51,193,504.88","0.07","51,193,504.88","2,120,692.00","24.14","United States","NASDAQ","USD","1.00","USD","-"
"UNFI","UNITED NATURAL FOODS INC","Consumer Staples","Equity","51,157,199.34","0.07","51,157,199.34","1,487,993.00","34.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANDE","ANDERSONS INC","Consumer Staples","Equity","50,571,729.10","0.06","50,571,729.10","820,570.00","61.63","United States","NASDAQ","USD","1.00","USD","-"
"TPB","TURNING POINT BRANDS INC","Consumer Staples","Equity","50,556,546.09","0.06","50,556,546.09","428,409.00","118.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRGY","CRESCENT ENERGY CLASS A","Energy","Equity","50,519,467.68","0.06","50,519,467.68","5,853,936.00","8.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CALY","CALLAWAY GOLF COMPANY","Consumer Discretionary","Equity","50,466,812.40","0.06","50,466,812.40","3,260,130.00","15.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLNO","SOLENO THERAPEUTICS INC","Health Care","Equity","50,384,763.00","0.06","50,384,763.00","1,156,675.00","43.56","United States","NASDAQ","USD","1.00","USD","-"
"IBRX","IMMUNITYBIO INC","Health Care","Equity","50,317,396.00","0.06","50,317,396.00","7,271,300.00","6.92","United States","NASDAQ","USD","1.00","USD","-"
"CRVL","CORVEL CORP","Health Care","Equity","50,220,128.14","0.06","50,220,128.14","718,354.00","69.91","United States","NASDAQ","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","50,087,499.93","0.06","50,087,499.93","1,476,201.00","33.93","United States","NASDAQ","USD","1.00","USD","-"
"EXTR","EXTREME NETWORKS INC","Information Technology","Equity","49,709,950.81","0.06","49,709,950.81","3,289,871.00","15.11","United States","NASDAQ","USD","1.00","USD","-"
"ATEC","ALPHATEC HOLDNGS INC","Health Care","Equity","49,702,497.78","0.06","49,702,497.78","2,918,526.00","17.03","United States","NASDAQ","USD","1.00","USD","-"
"MGNI","MAGNITE INC","Communication","Equity","49,644,074.47","0.06","49,644,074.47","3,474,043.00","14.29","United States","NASDAQ","USD","1.00","USD","-"
"DRH","DIAMONDROCK HOSPITALITY","Real Estate","Equity","49,615,184.50","0.06","49,615,184.50","5,222,651.00","9.50","United States","NASDAQ","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","Health Care","Equity","49,421,098.74","0.06","49,421,098.74","1,679,847.00","29.42","United States","NASDAQ","USD","1.00","USD","-"
"STRA","STRATEGIC EDUCATION INC","Consumer Discretionary","Equity","49,389,938.40","0.06","49,389,938.40","576,312.00","85.70","United States","NASDAQ","USD","1.00","USD","-"
"OSW","ONESPAWORLD HOLDINGS LTD","Consumer Discretionary","Equity","49,298,148.57","0.06","49,298,148.57","2,448,989.00","20.13","United States","NASDAQ","USD","1.00","USD","-"
"UFPT","UFP TECHNOLOGIES INC","Health Care","Equity","49,126,189.71","0.06","49,126,189.71","185,263.00","265.17","United States","NASDAQ","USD","1.00","USD","-"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","48,969,706.56","0.06","48,969,706.56","1,770,416.00","27.66","United States","NASDAQ","USD","1.00","USD","-"
"IOSP","INNOSPEC INC","Materials","Equity","48,837,043.80","0.06","48,837,043.80","601,812.00","81.15","United States","NASDAQ","USD","1.00","USD","-"
"ADUS","ADDUS HOMECARE CORP","Health Care","Equity","48,819,155.88","0.06","48,819,155.88","444,862.00","109.74","United States","NASDAQ","USD","1.00","USD","-"
"EWTX","EDGEWISE THERAPEUTICS INC","Health Care","Equity","48,742,963.04","0.06","48,742,963.04","1,666,996.00","29.24","United States","NASDAQ","USD","1.00","USD","-"
"HLMN","HILLMAN SOLUTIONS CORP","Industrials","Equity","48,706,046.00","0.06","48,706,046.00","4,895,080.00","9.95","United States","NASDAQ","USD","1.00","USD","-"
"ALG","ALAMO GROUP INC","Industrials","Equity","48,619,783.30","0.06","48,619,783.30","253,294.00","191.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CECO","CECO ENVIRONMENTAL CORP","Industrials","Equity","48,566,581.26","0.06","48,566,581.26","729,447.00","66.58","United States","NASDAQ","USD","1.00","USD","-"
"VECO","VEECO INSTRUMENTS INC","Information Technology","Equity","48,525,353.89","0.06","48,525,353.89","1,470,911.00","32.99","United States","NASDAQ","USD","1.00","USD","-"
"KSS","KOHLS CORP","Consumer Discretionary","Equity","48,424,216.23","0.06","48,424,216.23","2,703,753.00","17.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMPL","THE SIMPLY GOOD FOODS COMPANY","Consumer Staples","Equity","48,369,846.18","0.06","48,369,846.18","2,283,751.00","21.18","United States","NASDAQ","USD","1.00","USD","-"
"BUR","BURFORD CAPITAL LTD","Financials","Equity","48,351,975.03","0.06","48,351,975.03","5,031,423.00","9.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LION","LIONSGATE STUDIOS CORP","Communication","Equity","48,179,496.24","0.06","48,179,496.24","5,087,592.00","9.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNS","COHEN & STEERS INC","Financials","Equity","48,165,248.64","0.06","48,165,248.64","694,424.00","69.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WT","WISDOMTREE INC","Financials","Equity","48,140,448.20","0.06","48,140,448.20","3,052,660.00","15.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAVE","DAVE INC CLASS A","Financials","Equity","48,027,618.00","0.06","48,027,618.00","258,213.00","186.00","United States","NASDAQ","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","48,000,178.52","0.06","48,000,178.52","1,127,294.00","42.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NIC","NICOLET BANKSHARES INC","Financials","Equity","47,767,944.00","0.06","47,767,944.00","329,525.00","144.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","47,531,950.62","0.06","47,531,950.62","4,966,766.00","9.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVDL","AVADEL PHARMACEUTICALS ORD","Health Care","Equity","47,462,610.87","0.06","47,462,610.87","2,206,537.00","21.51","United States","NASDAQ","USD","1.00","USD","-"
"EVTC","EVERTEC INC","Financials","Equity","47,466,492.78","0.06","47,466,492.78","1,613,409.00","29.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","47,439,756.32","0.06","47,439,756.32","1,006,786.00","47.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","47,399,411.66","0.06","47,399,411.66","2,617,306.00","18.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IE","IVANHOE ELECTRIC INC","Materials","Equity","47,395,215.90","0.06","47,395,215.90","2,640,402.00","17.95","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"WGS","GENEDX HOLDINGS CORP CLASS A","Health Care","Equity","47,320,620.68","0.06","47,320,620.68","473,017.00","100.04","United States","NASDAQ","USD","1.00","USD","-"
"ARDX","ARDELYX INC","Health Care","Equity","47,317,491.11","0.06","47,317,491.11","5,922,089.00","7.99","United States","NASDAQ","USD","1.00","USD","-"
"MD","PEDIATRIX MEDICAL GROUP INC","Health Care","Equity","47,288,307.57","0.06","47,288,307.57","2,142,651.00","22.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRIX","NURIX THERAPEUTICS INC","Health Care","Equity","47,245,718.04","0.06","47,245,718.04","2,484,002.00","19.02","United States","NASDAQ","USD","1.00","USD","-"
"PGNY","PROGYNY INC","Health Care","Equity","47,117,010.20","0.06","47,117,010.20","1,851,356.00","25.45","United States","NASDAQ","USD","1.00","USD","-"
"ATRC","ATRICURE INC","Health Care","Equity","47,033,639.73","0.06","47,033,639.73","1,197,699.00","39.27","United States","NASDAQ","USD","1.00","USD","-"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Equity","47,013,242.80","0.06","47,013,242.80","4,481,720.00","10.49","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VCEL","VERICEL CORP","Health Care","Equity","46,731,232.56","0.06","46,731,232.56","1,238,898.00","37.72","United States","NASDAQ","USD","1.00","USD","-"
"TNET","TRINET GROUP INCINARY","Industrials","Equity","46,592,516.91","0.06","46,592,516.91","741,093.00","62.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SONO","SONOS INC","Consumer Discretionary","Equity","46,582,497.27","0.06","46,582,497.27","2,991,811.00","15.57","United States","NASDAQ","USD","1.00","USD","-"
"PARR","PAR PACIFIC HOLDINGS INC","Energy","Equity","46,564,479.20","0.06","46,564,479.20","1,238,417.00","37.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Equity","46,519,261.04","0.06","46,519,261.04","3,600,562.00","12.92","United States","NASDAQ","USD","1.00","USD","-"
"IRON","DISC MEDICINE INC","Health Care","Equity","46,377,280.08","0.06","46,377,280.08","619,272.00","74.89","United States","NASDAQ","USD","1.00","USD","-"
"AORT","ARTIVION INC","Health Care","Equity","46,287,289.44","0.06","46,287,289.44","1,044,624.00","44.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWIN","BALDWIN INSURANCE GROUP INC CLASS","Financials","Equity","46,248,095.41","0.06","46,248,095.41","1,764,521.00","26.21","United States","NASDAQ","USD","1.00","USD","-"
"SYBT","STOCK YARDS BANCORP INC","Financials","Equity","46,003,107.04","0.06","46,003,107.04","647,384.00","71.06","United States","NASDAQ","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","45,931,544.49","0.06","45,931,544.49","692,679.00","66.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","45,899,255.22","0.06","45,899,255.22","1,072,162.00","42.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHE","BENCHMARK ELECTRONICS INC","Information Technology","Equity","45,758,468.80","0.06","45,758,468.80","887,480.00","51.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCI","HCI GROUP INC","Financials","Equity","45,577,614.60","0.06","45,577,614.60","267,946.00","170.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","45,427,557.75","0.06","45,427,557.75","588,059.00","77.25","United States","NASDAQ","USD","1.00","USD","-"
"IMVT","IMMUNOVANT INC","Health Care","Equity","45,350,856.46","0.06","45,350,856.46","1,742,923.00","26.02","United States","NASDAQ","USD","1.00","USD","-"
"WLDN","WILLDAN GROUP INC","Industrials","Equity","45,332,744.05","0.06","45,332,744.05","348,955.00","129.91","United States","NASDAQ","USD","1.00","USD","-"
"NHC","NATIONAL HEALTHCARE CORP","Health Care","Equity","45,323,614.53","0.06","45,323,614.53","315,207.00","143.79","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"AVPT","AVEPOINT INC CLASS A","Information Technology","Equity","45,233,558.08","0.06","45,233,558.08","3,612,904.00","12.52","United States","NASDAQ","USD","1.00","USD","-"
"ADNT","ADIENT PLC","Consumer Discretionary","Equity","45,235,573.05","0.06","45,235,573.05","2,023,963.00","22.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","Materials","Equity","45,200,406.16","0.06","45,200,406.16","628,744.00","71.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRGS","PROGRESS SOFTWARE CORP","Information Technology","Equity","45,073,351.40","0.06","45,073,351.40","1,055,582.00","42.70","United States","NASDAQ","USD","1.00","USD","-"
"INOD","INNODATA INC","Industrials","Equity","45,070,070.24","0.06","45,070,070.24","762,736.00","59.09","United States","NASDAQ","USD","1.00","USD","-"
"ROG","ROGERS CORP","Information Technology","Equity","44,836,627.98","0.06","44,836,627.98","446,847.00","100.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TILE","INTERFACE INC","Industrials","Equity","44,801,481.88","0.06","44,801,481.88","1,436,866.00","31.18","United States","NASDAQ","USD","1.00","USD","-"
"RCUS","ARCUS BIOSCIENCES INC","Health Care","Equity","44,569,290.15","0.06","44,569,290.15","1,942,017.00","22.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCS","CENTURY COMMUNITIES INC","Consumer Discretionary","Equity","44,478,414.75","0.06","44,478,414.75","643,775.00","69.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHT","DHT HOLDINGS INC","Energy","Equity","44,324,439.60","0.06","44,324,439.60","3,307,794.00","13.40","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMAT","LEMAITRE VASCULAR INC","Health Care","Equity","44,287,130.94","0.06","44,287,130.94","509,106.00","86.99","United States","NASDAQ","USD","1.00","USD","-"
"HLF","HERBALIFE LTD","Consumer Staples","Equity","44,268,465.12","0.06","44,268,465.12","2,552,968.00","17.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRK","COMSTOCK RESOURCES INC","Energy","Equity","44,025,939.72","0.06","44,025,939.72","1,832,124.00","24.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LGN","LEGENCE CORP CLASS A","Industrials","Equity","43,941,888.00","0.06","43,941,888.00","915,456.00","48.00","United States","NASDAQ","USD","1.00","USD","-"
"SLVM","SYLVAMO CORP","Materials","Equity","43,935,092.22","0.06","43,935,092.22","855,934.00","51.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DBD","DIEBOLD NIXDORF INC","Information Technology","Equity","43,898,538.11","0.06","43,898,538.11","629,009.00","69.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AUPH","AURINIA PHARMACEUTICALS INC","Health Care","Equity","43,820,955.96","0.06","43,820,955.96","2,964,882.00","14.78","United States","NASDAQ","USD","1.00","USD","-"
"RXRX","RECURSION PHARMACEUTICALS INC CLAS","Health Care","Equity","43,516,413.09","0.06","43,516,413.09","9,439,569.00","4.61","United States","NASDAQ","USD","1.00","USD","-"
"ICFI","ICF INTERNATIONAL INC","Industrials","Equity","43,476,282.56","0.06","43,476,282.56","453,634.00","95.84","United States","NASDAQ","USD","1.00","USD","-"
"ERAS","ERASCA INC","Health Care","Equity","43,356,604.50","0.06","43,356,604.50","4,314,090.00","10.05","United States","NASDAQ","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","Equity","43,180,564.32","0.06","43,180,564.32","2,104,316.00","20.52","United States","NASDAQ","USD","1.00","USD","-"
"BFH","BREAD FINANCIAL HOLDINGS INC","Financials","Equity","43,058,182.09","0.05","43,058,182.09","610,841.00","70.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BATRK","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","43,038,210.60","0.05","43,038,210.60","1,099,035.00","39.16","United States","NASDAQ","USD","1.00","USD","-"
"BKE","BUCKLE INC","Consumer Discretionary","Equity","43,014,505.95","0.05","43,014,505.95","776,295.00","55.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNTK","KINETIK HOLDINGS INC CLASS A","Energy","Equity","42,894,736.43","0.05","42,894,736.43","1,096,211.00","39.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
